Elapsed Time,Heart Rate PulseOx1,PPG PulseOx1,SpO2 PulseOx1,BioRadio Event
00:42.3,85,78.4313736,95,0
00:42.3,85,78.28977203,95,0
00:42.3,85,78.28977203,95,0
00:42.3,85,78.28977203,95,0
00:42.3,85,78.28977203,95,0
00:42.3,85,78.1725769,95,0
00:42.3,85,78.1725769,95,0
00:42.3,85,78.1725769,95,0
00:42.3,85,78.07736206,95,0
00:42.3,85,78.07736206,95,0
00:42.3,85,78.07736206,95,0
00:42.3,85,78.0163269,95,0
00:42.3,85,78.0163269,95,0
00:42.3,85,78.0163269,95,0
00:42.3,85,78.0163269,95,0
00:42.3,85,77.98458862,95,0
00:42.3,85,77.98458862,95,0
00:42.3,85,77.98458862,95,0
00:42.3,85,77.98703003,95,0
00:42.3,85,77.98703003,95,0
00:42.3,85,77.98703003,95,0
00:42.3,85,78.02120972,95,0
00:42.3,85,78.02120972,95,0
00:42.4,85,78.02120972,95,0
00:42.4,85,78.02120972,95,0
00:42.4,85,78.08224487,95,0
00:42.4,85,78.08224487,95,0
00:42.4,85,78.08224487,95,0
00:42.4,85,78.15548706,95,0
00:42.4,85,78.15548706,95,0
00:42.4,85,78.15548706,95,0
00:42.4,85,78.23849487,95,0
00:42.4,85,78.23849487,95,0
00:42.4,85,78.23849487,95,0
00:42.4,85,78.23849487,95,0
00:42.4,85,78.3166275,95,0
00:42.4,85,78.3166275,95,0
00:42.4,85,78.3166275,95,0
00:42.4,85,78.37766266,95,0
00:42.4,85,78.37766266,95,0
00:42.4,85,78.37766266,95,0
00:42.4,85,78.42404938,95,0
00:42.4,85,78.42404938,95,0
00:42.4,85,78.42404938,95,0
00:42.4,85,78.42404938,95,0
00:42.4,85,78.45822906,95,0
00:42.4,85,78.45822906,95,0
00:42.4,85,78.45822906,95,0
00:42.5,85,78.48264313,95,0
00:42.5,85,78.48264313,95,0
00:42.5,85,78.48264313,95,0
00:42.5,85,78.50461578,95,0
00:42.5,85,78.50461578,95,0
00:42.5,85,78.50461578,95,0
00:42.5,85,78.50461578,95,0
00:42.5,85,78.53391266,95,0
00:42.5,85,78.53391266,95,0
00:42.5,85,78.53391266,95,0
00:42.5,85,78.57297516,95,0
00:42.5,85,78.57297516,95,0
00:42.5,85,78.57297516,95,0
00:42.5,85,78.61692047,95,0
00:42.5,85,78.61692047,95,0
00:42.5,85,78.61692047,95,0
00:42.5,85,78.61692047,95,0
00:42.5,85,78.67063141,95,0
00:42.5,85,78.67063141,95,0
00:42.5,85,78.67063141,95,0
00:42.5,85,78.746315,95,0
00:42.5,85,78.746315,95,0
00:42.5,85,78.746315,95,0
00:42.5,85,78.88059998,95,0
00:42.5,85,78.88059998,95,0
00:42.6,85,78.88059998,95,0
00:42.6,85,78.88059998,95,0
00:42.6,85,79.1247406,95,0
00:42.6,85,79.1247406,95,0
00:42.6,85,79.1247406,95,0
00:42.6,85,79.5422287,95,0
00:42.6,85,79.5422287,95,0
00:42.6,85,79.5422287,95,0
00:42.6,85,80.15991211,95,0
00:42.6,85,80.15991211,95,0
00:42.6,85,80.15991211,95,0
00:42.6,85,80.15991211,95,0
00:42.6,85,80.97535706,95,0
00:42.6,85,80.97535706,95,0
00:42.6,85,80.97535706,95,0
00:42.6,85,81.91531372,95,0
00:42.6,85,81.91531372,95,0
00:42.6,85,81.91531372,95,0
00:42.6,85,82.85527039,95,0
00:42.6,85,82.85527039,95,0
00:42.6,85,82.85527039,95,0
00:42.6,85,82.85527039,95,0
00:42.6,85,83.65850067,95,0
00:42.6,85,83.65850067,95,0
00:42.6,85,83.65850067,95,0
00:42.7,85,84.21759033,95,0
00:42.7,85,84.21759033,95,0
00:42.7,85,84.21759033,95,0
00:42.7,85,84.47638702,95,0
00:42.7,85,84.47638702,95,0
00:42.7,85,84.47638702,95,0
00:42.7,85,84.47638702,95,0
00:42.7,85,84.43488312,95,0
00:42.7,85,84.43488312,95,0
00:42.7,85,84.43488312,95,0
00:42.7,85,84.13702393,95,0
00:42.7,85,84.13702393,95,0
00:42.7,85,84.13702393,95,0
00:42.7,85,83.65117645,95,0
00:42.7,85,83.65117645,95,0
00:42.7,85,83.65117645,95,0
00:42.7,85,83.65117645,95,0
00:42.7,85,83.04081726,95,0
00:42.7,85,83.04081726,95,0
00:42.7,85,83.04081726,95,0
00:42.7,85,82.35233307,95,0
00:42.7,85,82.35233307,95,0
00:42.7,85,82.35233307,95,0
00:42.7,85,81.63210297,95,0
00:42.7,85,81.63210297,95,0
00:42.8,85,81.63210297,95,0
00:42.8,85,81.63210297,95,0
00:42.8,85,80.91920471,95,0
00:42.8,85,80.91920471,95,0
00:42.8,85,80.91920471,95,0
00:42.8,85,80.2624588,95,0
00:42.8,85,80.2624588,95,0
00:42.8,85,80.2624588,95,0
00:42.8,85,79.69115448,95,0
00:42.8,85,79.69115448,95,0
00:42.8,85,79.69115448,95,0
00:42.8,85,79.69115448,95,0
00:42.8,82,79.25902557,95,0
00:42.8,82,79.25902557,95,0
00:42.8,82,79.25902557,95,0
00:42.8,82,78.99534607,95,0
00:42.8,82,78.99534607,95,0
00:42.8,82,78.99534607,95,0
00:42.8,82,78.90989685,95,0
00:42.8,82,78.90989685,95,0
00:42.8,82,78.90989685,95,0
00:42.8,82,78.90989685,95,0
00:42.8,82,79.00022888,95,0
00:42.8,82,79.00022888,95,0
00:42.8,82,79.00022888,95,0
00:42.9,82,79.2419281,95,0
00:42.9,82,79.2419281,95,0
00:42.9,82,79.2419281,95,0
00:42.9,82,79.58861542,95,0
00:42.9,82,79.58861542,95,0
00:42.9,82,79.58861542,95,0
00:42.9,82,79.58861542,95,0
00:42.9,82,79.97680664,95,0
00:42.9,82,79.97680664,95,0
00:42.9,82,79.97680664,95,0
00:42.9,82,80.34790802,95,0
00:42.9,82,80.34790802,95,0
00:42.9,82,80.34790802,95,0
00:42.9,82,80.64820099,95,0
00:42.9,82,80.64820099,95,0
00:42.9,82,80.64820099,95,0
00:42.9,82,80.64820099,95,0
00:42.9,82,80.84352112,95,0
00:42.9,82,80.84352112,95,0
00:42.9,82,80.84352112,95,0
00:42.9,82,80.91188049,95,0
00:42.9,82,80.91188049,95,0
00:42.9,82,80.91188049,95,0
00:42.9,82,80.86549377,95,0
00:42.9,82,80.86549377,95,0
00:43.0,82,80.86549377,95,0
00:43.0,82,80.86549377,95,0
00:43.0,82,80.72632599,95,0
00:43.0,82,80.72632599,95,0
00:43.0,82,80.72632599,95,0
00:43.0,82,80.52368927,95,0
00:43.0,82,80.52368927,95,0
00:43.0,82,80.52368927,95,0
00:43.0,82,80.27222443,95,0
00:43.0,82,80.27222443,95,0
00:43.0,82,80.27222443,95,0
00:43.0,82,80.27222443,95,0
00:00:43,82,79.99633789,95,0
00:43.0,82,79.99633789,95,0
00:43.0,82,79.99633789,95,0
00:43.0,82,79.70824432,95,0
00:43.0,82,79.70824432,95,0
00:43.0,82,79.70824432,95,0
00:43.0,82,79.4274826,95,0
00:43.0,82,79.4274826,95,0
00:43.0,82,79.4274826,95,0
00:43.0,82,79.4274826,95,0
00:43.0,82,79.17112732,95,0
00:43.0,82,79.17112732,95,0
00:43.0,82,79.17112732,95,0
00:43.1,82,78.95140076,95,0
00:43.1,82,78.95140076,95,0
00:43.1,82,78.95140076,95,0
00:43.1,82,78.78538513,95,0
00:43.1,82,78.78538513,95,0
00:43.1,82,78.78538513,95,0
00:43.1,82,78.78538513,95,0
00:43.1,82,78.67795563,95,0
00:43.1,82,78.67795563,95,0
00:43.1,82,78.67795563,95,0
00:43.1,82,78.6266861,95,0
00:43.1,82,78.6266861,95,0
00:43.1,82,78.6266861,95,0
00:43.1,82,78.61692047,95,0
00:43.1,82,78.61692047,95,0
00:43.1,82,78.61692047,95,0
00:43.1,82,78.61692047,95,0
00:43.1,82,78.6291275,95,0
00:43.1,82,78.6291275,95,0
00:43.1,82,78.6291275,95,0
00:43.1,82,78.64377594,95,0
00:43.1,82,78.64377594,95,0
00:43.1,82,78.64377594,95,0
00:43.1,82,78.64621735,95,0
00:43.1,82,78.64621735,95,0
00:43.2,82,78.64621735,95,0
00:43.2,82,78.64621735,95,0
00:43.2,82,78.63889313,95,0
00:43.2,82,78.63889313,95,0
00:43.2,82,78.63889313,95,0
00:43.2,82,78.62424469,95,0
00:43.2,82,78.62424469,95,0
00:43.2,82,78.62424469,95,0
00:43.2,82,78.61447906,95,0
00:43.2,82,78.61447906,95,0
00:43.2,82,78.61447906,95,0
00:43.2,82,78.61447906,95,0
00:43.2,82,78.61447906,95,0
00:43.2,82,78.61447906,95,0
00:43.2,82,78.61447906,95,0
00:43.2,82,78.6266861,95,0
00:43.2,82,78.6266861,95,0
00:43.2,82,78.6266861,95,0
00:43.2,82,78.65598297,95,0
00:43.2,82,78.65598297,95,0
00:43.2,82,78.65598297,95,0
00:43.2,82,78.65598297,95,0
00:43.2,82,78.70969391,95,0
00:43.2,82,78.70969391,95,0
00:43.2,82,78.70969391,95,0
00:43.3,82,78.8122406,95,0
00:43.3,82,78.8122406,95,0
00:43.3,82,78.8122406,95,0
00:43.3,82,79.00267029,95,0
00:43.3,82,79.00267029,95,0
00:43.3,82,79.00267029,95,0
00:43.3,82,79.00267029,95,0
00:43.3,82,79.35179901,95,0
00:43.3,82,79.35179901,95,0
00:43.3,82,79.35179901,95,0
00:43.3,82,79.93041992,95,0
00:43.3,82,79.93041992,95,0
00:43.3,82,79.93041992,95,0
00:43.3,82,80.77516174,95,0
00:43.3,82,80.77516174,95,0
00:43.3,82,80.77516174,95,0
00:43.3,82,80.77516174,95,0
00:43.3,82,81.85671997,95,0
00:43.3,82,81.85671997,95,0
00:43.3,82,81.85671997,95,0
00:43.3,82,83.07499695,95,0
00:43.3,82,83.07499695,95,0
00:43.3,82,83.07499695,95,0
00:43.3,82,84.2713089,95,0
00:43.3,82,84.2713089,95,0
00:43.4,82,84.2713089,95,0
00:43.4,82,84.2713089,95,0
00:43.4,82,85.2625351,95,0
00:43.4,82,85.2625351,95,0
00:43.4,82,85.2625351,95,0
00:43.4,82,85.91195679,95,0
00:43.4,82,85.91195679,95,0
00:43.4,82,85.91195679,95,0
00:43.4,82,86.16098022,95,0
00:43.4,82,86.16098022,95,0
00:43.4,82,86.16098022,95,0
00:43.4,82,86.16098022,95,0
00:43.4,82,86.0340271,95,0
00:43.4,82,86.0340271,95,0
00:43.4,82,86.0340271,95,0
00:43.4,82,85.61165619,95,0
00:43.4,82,85.61165619,95,0
00:43.4,82,85.61165619,95,0
00:43.4,82,84.98908997,95,0
00:43.4,82,84.98908997,95,0
00:43.4,82,84.98908997,95,0
00:43.4,82,84.98908997,95,0
00:43.4,82,84.26398468,95,0
00:43.4,82,84.26398468,95,0
00:43.4,82,84.26398468,95,0
00:43.5,82,83.50713348,95,0
00:43.5,82,83.50713348,95,0
00:43.5,82,83.50713348,95,0
00:43.5,82,82.76005554,95,0
00:43.5,82,82.76005554,95,0
00:43.5,82,82.76005554,95,0
00:43.5,82,82.76005554,95,0
00:43.5,82,82.04959106,95,0
00:43.5,82,82.04959106,95,0
00:43.5,82,82.04959106,95,0
00:43.5,82,81.39772797,95,0
00:43.5,82,81.39772797,95,0
00:43.5,82,81.39772797,95,0
00:43.5,82,80.81910706,95,0
00:43.5,82,80.81910706,95,0
00:43.5,82,80.81910706,95,0
00:43.5,82,80.81910706,95,0
00:43.5,82,80.33570099,95,0
00:43.5,82,80.33570099,95,0
00:43.5,82,80.33570099,95,0
00:43.5,82,79.96459961,95,0
00:43.5,82,79.96459961,95,0
00:43.5,82,79.96459961,95,0
00:43.5,82,79.72777557,95,0
00:43.5,82,79.72777557,95,0
00:43.6,82,79.72777557,95,0
00:43.6,82,79.72777557,95,0
00:43.6,82,79.63011932,95,0
00:43.6,82,79.63011932,95,0
00:43.6,82,79.63011932,95,0
00:43.6,82,79.67650604,95,0
00:43.6,82,79.67650604,95,0
00:43.6,82,79.67650604,95,0
00:43.6,82,79.84985352,95,0
00:43.6,82,79.84985352,95,0
00:43.6,82,79.84985352,95,0
00:43.6,82,79.84985352,95,0
00:43.6,82,80.12329102,95,0
00:43.6,82,80.12329102,95,0
00:43.6,82,80.12329102,95,0
00:43.6,82,80.45288849,95,0
00:43.6,82,80.45288849,95,0
00:43.6,82,80.45288849,95,0
00:43.6,82,80.78492737,95,0
00:43.6,82,80.78492737,95,0
00:43.6,82,80.78492737,95,0
00:43.6,82,80.78492737,95,0
00:43.6,82,81.0705719,95,0
00:43.6,82,81.0705719,95,0
00:43.6,82,81.0705719,95,0
00:43.7,82,81.26345062,95,0
00:43.7,82,81.26345062,95,0
00:43.7,82,81.26345062,95,0
00:43.7,82,81.34157562,95,0
00:43.7,82,81.34157562,95,0
00:43.7,82,81.34157562,95,0
00:43.7,82,81.34157562,95,0
00:43.7,82,81.30251312,95,0
00:43.7,82,81.30251312,95,0
00:43.7,82,81.30251312,95,0
00:43.7,82,81.16334534,95,0
00:43.7,82,81.16334534,95,0
00:43.7,82,81.16334534,95,0
00:43.7,82,80.9533844,95,0
00:43.7,82,80.9533844,95,0
00:43.7,82,80.9533844,95,0
00:43.7,82,80.9533844,95,0
00:43.7,82,80.70435333,95,0
00:43.7,82,80.70435333,95,0
00:43.7,82,80.70435333,95,0
00:43.7,82,80.43824005,95,0
00:43.7,82,80.43824005,95,0
00:43.7,82,80.43824005,95,0
00:43.7,82,80.17211914,95,0
00:43.7,82,80.17211914,95,0
00:43.8,82,80.17211914,95,0
00:43.8,82,80.17211914,95,0
00:43.8,82,79.91821289,95,0
00:43.8,82,79.91821289,95,0
00:43.8,82,79.91821289,95,0
00:43.8,82,79.68383026,95,0
00:43.8,82,79.68383026,95,0
00:43.8,82,79.68383026,95,0
00:43.8,82,79.47142792,95,0
00:43.8,82,79.47142792,95,0
00:43.8,82,79.47142792,95,0
00:43.8,82,79.47142792,95,0
00:43.8,82,79.28588104,95,0
00:43.8,82,79.28588104,95,0
00:43.8,82,79.28588104,95,0
00:43.8,82,79.12718201,95,0
00:43.8,82,79.12718201,95,0
00:43.8,82,79.12718201,95,0
00:43.8,82,78.99290466,95,0
00:43.8,82,78.99290466,95,0
00:43.8,82,78.99290466,95,0
00:43.8,82,78.99290466,95,0
00:43.8,82,78.87571716,95,0
00:43.8,82,78.87571716,95,0
00:43.8,82,78.87571716,95,0
00:43.9,82,78.7731781,95,0
00:43.9,82,78.7731781,95,0
00:43.9,82,78.7731781,95,0
00:43.9,82,78.68039703,95,0
00:43.9,82,78.68039703,95,0
00:43.9,82,78.68039703,95,0
00:43.9,82,78.68039703,95,0
00:43.9,82,78.59983063,95,0
00:43.9,82,78.59983063,95,0
00:43.9,82,78.59983063,95,0
00:43.9,82,78.53147125,95,0
00:43.9,82,78.53147125,95,0
00:43.9,82,78.53147125,95,0
00:43.9,82,78.47776031,95,0
00:43.9,82,78.47776031,95,0
00:43.9,82,78.47776031,95,0
00:43.9,82,78.44602203,95,0
00:43.9,82,78.44602203,95,0
00:43.9,82,78.44602203,95,0
00:43.9,82,78.44602203,95,0
00:43.9,82,78.45578766,95,0
00:43.9,82,78.45578766,95,0
00:43.9,82,78.45578766,95,0
00:43.9,82,78.53391266,95,0
00:43.9,82,78.53391266,95,0
00:44.0,82,78.53391266,95,0
00:44.0,82,78.74143219,95,0
00:44.0,82,78.74143219,95,0
00:44.0,82,78.74143219,95,0
00:44.0,82,78.74143219,95,0
00:44.0,82,79.15159607,95,0
00:44.0,82,79.15159607,95,0
00:44.0,82,79.15159607,95,0
00:44.0,82,79.82543945,95,0
00:44.0,82,79.82543945,95,0
00:44.0,82,79.82543945,95,0
00:44.0,82,80.76783752,95,0
00:00:44,82,80.76783752,95,0
00:44.0,82,80.76783752,95,0
00:44.0,82,80.76783752,95,0
00:44.0,82,81.91531372,95,0
00:44.0,82,81.91531372,95,0
00:44.0,82,81.91531372,95,0
00:44.0,82,83.12870789,95,0
00:44.0,82,83.12870789,95,0
00:44.0,82,83.12870789,95,0
00:44.0,82,84.22979736,95,0
00:44.0,82,84.22979736,95,0
00:44.0,82,84.22979736,95,0
00:44.0,82,84.22979736,95,0
00:44.1,82,85.04768372,95,0
00:44.1,82,85.04768372,95,0
00:44.1,82,85.04768372,95,0
00:44.1,82,85.47982025,95,0
00:44.1,82,85.47982025,95,0
00:44.1,82,85.47982025,95,0
00:44.1,82,85.50911713,95,0
00:44.1,82,85.50911713,95,0
00:44.1,82,85.50911713,95,0
00:44.1,82,85.50911713,95,0
00:44.1,82,85.18684387,95,0
00:44.1,82,85.18684387,95,0
00:44.1,82,85.18684387,95,0
00:44.1,82,84.61066437,95,0
00:44.1,82,84.61066437,95,0
00:44.1,82,84.61066437,95,0
00:44.1,82,83.88067627,95,0
00:44.1,82,83.88067627,95,0
00:44.1,82,83.88067627,95,0
00:44.1,82,83.88067627,95,0
00:44.1,82,83.08232117,95,0
00:44.1,82,83.08232117,95,0
00:44.1,82,83.08232117,95,0
00:44.1,82,82.27909088,95,0
00:44.1,82,82.27909088,95,0
00:44.2,82,82.27909088,95,0
00:44.2,82,81.50026703,95,0
00:44.2,82,81.50026703,95,0
00:44.2,82,81.50026703,95,0
00:44.2,82,81.50026703,95,0
00:44.2,82,80.77272034,95,0
00:44.2,82,80.77272034,95,0
00:44.2,82,80.77272034,95,0
00:44.2,82,80.1184082,95,0
00:44.2,82,80.1184082,95,0
00:44.2,82,80.1184082,95,0
00:44.2,82,79.56664276,95,0
00:44.2,82,79.56664276,95,0
00:44.2,82,79.56664276,95,0
00:44.2,82,79.56664276,95,0
00:44.2,82,79.12718201,95,0
00:44.2,82,79.12718201,95,0
00:44.2,82,79.12718201,95,0
00:44.2,82,78.82200623,95,0
00:44.2,82,78.82200623,95,0
00:44.2,82,78.82200623,95,0
00:44.2,82,78.66086578,95,0
00:44.2,82,78.66086578,95,0
00:44.2,82,78.66086578,95,0
00:44.2,82,78.66086578,95,0
00:44.3,82,78.64377594,95,0
00:44.3,82,78.64377594,95,0
00:44.3,82,78.64377594,95,0
00:44.3,82,78.75364685,95,0
00:44.3,82,78.75364685,95,0
00:44.3,82,78.75364685,95,0
00:44.3,82,78.97093201,95,0
00:44.3,82,78.97093201,95,0
00:44.3,82,78.97093201,95,0
00:44.3,82,78.97093201,95,0
00:44.3,82,79.26390839,95,0
00:44.3,82,79.26390839,95,0
00:44.3,82,79.26390839,95,0
00:44.3,82,79.58861542,95,0
00:44.3,82,79.58861542,95,0
00:44.3,82,79.58861542,95,0
00:44.3,82,79.89379883,95,0
00:44.3,82,79.89379883,95,0
00:44.3,82,79.89379883,95,0
00:44.3,82,79.89379883,95,0
00:44.3,82,80.13793945,95,0
00:44.3,82,80.13793945,95,0
00:44.3,82,80.13793945,95,0
00:44.3,82,80.29663849,95,0
00:44.3,82,80.29663849,95,0
00:44.4,82,80.29663849,95,0
00:44.4,82,80.29663849,95,0
00:44.4,82,80.35034943,95,0
00:44.4,82,80.35034943,95,0
00:44.4,82,80.35034943,95,0
00:44.4,82,80.3015213,95,0
00:44.4,82,80.3015213,95,0
00:44.4,82,80.3015213,95,0
00:44.4,82,80.17211914,95,0
00:44.4,82,80.17211914,95,0
00:44.4,82,80.17211914,95,0
00:44.4,82,80.17211914,95,0
00:44.4,82,79.98657227,95,0
00:44.4,82,79.98657227,95,0
00:44.4,82,79.98657227,95,0
00:44.4,82,79.7644043,95,0
00:44.4,82,79.7644043,95,0
00:44.4,82,79.7644043,95,0
00:44.4,82,79.52513885,95,0
00:44.4,82,79.52513885,95,0
00:44.4,82,79.52513885,95,0
00:44.4,82,79.52513885,95,0
00:44.4,82,79.29076385,95,0
00:44.4,82,79.29076385,95,0
00:44.4,82,79.29076385,95,0
00:44.5,82,79.07102966,95,0
00:44.5,82,79.07102966,95,0
00:44.5,82,79.07102966,95,0
00:44.5,80,78.87327576,95,0
00:44.5,80,78.87327576,95,0
00:44.5,80,78.87327576,95,0
00:44.5,80,78.69992828,95,0
00:44.5,80,78.69992828,95,0
00:44.5,80,78.69992828,95,0
00:44.5,80,78.69992828,95,0
00:44.5,80,78.5510025,95,0
00:44.5,80,78.5510025,95,0
00:44.5,80,78.5510025,95,0
00:44.5,80,78.42649078,95,0
00:44.5,80,78.42649078,95,0
00:44.5,80,78.42649078,95,0
00:44.5,80,78.42649078,95,0
00:44.5,80,78.3141861,95,0
00:44.5,80,78.3141861,95,0
00:44.5,80,78.3141861,95,0
00:44.5,80,78.2116394,95,0
00:44.5,80,78.2116394,95,0
00:44.5,80,78.2116394,95,0
00:44.5,80,78.11642456,95,0
00:44.5,80,78.11642456,95,0
00:44.6,80,78.11642456,95,0
00:44.6,80,78.03097534,95,0
00:44.6,80,78.03097534,95,0
00:44.6,80,78.03097534,95,0
00:44.6,80,78.03097534,95,0
00:44.6,80,77.95529175,95,0
00:44.6,80,77.95529175,95,0
00:44.6,80,77.95529175,95,0
00:44.6,80,77.88937378,95,0
00:44.6,80,77.88937378,95,0
00:44.6,80,77.88937378,95,0
00:44.6,80,77.88937378,95,0
00:44.6,80,77.84054565,95,0
00:44.6,80,77.84054565,95,0
00:44.6,80,77.84054565,95,0
00:44.6,80,77.81369019,95,0
00:44.6,80,77.81369019,95,0
00:44.6,80,77.81369019,95,0
00:44.6,80,77.818573,95,0
00:44.6,80,77.818573,95,0
00:44.6,80,77.818573,95,0
00:44.6,80,77.87960815,95,0
00:44.6,80,77.87960815,95,0
00:44.6,80,77.87960815,95,0
00:44.6,80,77.87960815,95,0
00:44.7,80,78.05050659,95,0
00:44.7,80,78.05050659,95,0
00:44.7,80,78.05050659,95,0
00:44.7,80,78.40451813,95,0
00:44.7,80,78.40451813,95,0
00:44.7,80,78.40451813,95,0
00:44.7,80,78.40451813,95,0
00:44.7,80,79.00999451,95,0
00:44.7,80,79.00999451,95,0
00:44.7,80,79.00999451,95,0
00:44.7,80,79.89135742,95,0
00:44.7,80,79.89135742,95,0
00:44.7,80,79.89135742,95,0
00:44.7,80,81.00709534,95,0
00:44.7,80,81.00709534,95,0
00:44.7,80,81.00709534,95,0
00:44.7,80,81.00709534,95,0
00:44.7,80,82.23513794,95,0
00:44.7,80,82.23513794,95,0
00:44.7,80,82.23513794,95,0
00:44.7,80,83.40215302,95,0
00:44.7,80,83.40215302,95,0
00:44.7,80,83.40215302,95,0
00:44.7,80,84.32501984,95,0
00:44.7,80,84.32501984,95,0
00:44.8,80,84.32501984,95,0
00:44.8,80,84.32501984,95,0
00:44.8,80,84.88166809,95,0
00:44.8,80,84.88166809,95,0
00:44.8,80,84.88166809,95,0
00:44.8,80,85.02326965,95,0
00:44.8,80,85.02326965,95,0
00:44.8,80,85.02326965,95,0
00:44.8,80,84.79621887,95,0
00:44.8,80,84.79621887,95,0
00:44.8,80,84.79621887,95,0
00:44.8,80,84.28351593,95,0
00:44.8,80,84.28351593,95,0
00:44.8,80,84.28351593,95,0
00:44.8,80,84.28351593,95,0
00:44.8,80,83.58281708,95,0
00:44.8,80,83.58281708,95,0
00:44.8,80,83.58281708,95,0
00:44.8,80,82.78935242,95,0
00:44.8,80,82.78935242,95,0
00:44.8,80,82.78935242,95,0
00:44.8,80,82.78935242,95,0
00:44.8,80,81.97146606,95,0
00:44.8,80,81.97146606,95,0
00:44.8,80,81.97146606,95,0
00:44.9,80,81.17311096,95,0
00:44.9,80,81.17311096,95,0
00:44.9,80,81.17311096,95,0
00:44.9,80,80.42115021,95,0
00:44.9,80,80.42115021,95,0
00:44.9,80,80.42115021,95,0
00:44.9,80,79.74242401,95,0
00:44.9,80,79.74242401,95,0
00:44.9,80,79.74242401,95,0
00:44.9,80,79.74242401,95,0
00:44.9,80,79.15159607,95,0
00:44.9,80,79.15159607,95,0
00:44.9,80,79.15159607,95,0
00:44.9,80,78.67063141,95,0
00:44.9,80,78.67063141,95,0
00:44.9,80,78.67063141,95,0
00:44.9,80,78.67063141,95,0
00:44.9,80,78.3166275,95,0
00:44.9,80,78.3166275,95,0
00:44.9,80,78.3166275,95,0
00:44.9,80,78.10665894,95,0
00:44.9,80,78.10665894,95,0
00:44.9,80,78.10665894,95,0
00:44.9,80,78.052948,95,0
00:44.9,80,78.052948,95,0
00:45.0,80,78.052948,95,0
00:45.0,80,78.14816284,95,0
00:45.0,80,78.14816284,95,0
00:45.0,80,78.14816284,95,0
00:45.0,80,78.14816284,95,0
00:45.0,80,78.37766266,95,0
00:45.0,80,78.37766266,95,0
00:45.0,80,78.37766266,95,0
00:45.0,80,78.69992828,95,0
00:45.0,80,78.69992828,95,0
00:45.0,80,78.69992828,95,0
00:45.0,80,78.69992828,95,0
00:00:45,80,79.06858826,95,0
00:45.0,80,79.06858826,95,0
00:45.0,80,79.06858826,95,0
00:45.0,80,79.4274826,95,0
00:45.0,80,79.4274826,95,0
00:45.0,80,79.4274826,95,0
00:45.0,80,79.73265839,95,0
00:45.0,80,79.73265839,95,0
00:45.0,80,79.73265839,95,0
00:45.0,80,79.94506836,95,0
00:45.0,80,79.94506836,95,0
00:45.0,80,79.94506836,95,0
00:45.0,80,79.94506836,95,0
00:45.1,80,80.05493164,95,0
00:45.1,80,80.05493164,95,0
00:45.1,80,80.05493164,95,0
00:45.1,80,80.05981445,95,0
00:45.1,80,80.05981445,95,0
00:45.1,80,80.05981445,95,0
00:45.1,80,80.05981445,95,0
00:45.1,80,79.97680664,95,0
00:45.1,80,79.97680664,95,0
00:45.1,80,79.97680664,95,0
00:45.1,80,79.82788086,95,0
00:45.1,80,79.82788086,95,0
00:45.1,80,79.82788086,95,0
00:45.1,80,79.63500214,95,0
00:45.1,80,79.63500214,95,0
00:45.1,80,79.63500214,95,0
00:45.1,80,79.42015839,95,0
00:45.1,80,79.42015839,95,0
00:45.1,80,79.42015839,95,0
00:45.1,80,79.42015839,95,0
00:45.1,81,79.19554138,95,0
00:45.1,81,79.19554138,95,0
00:45.1,81,79.19554138,95,0
00:45.1,81,78.97337341,95,0
00:45.1,81,78.97337341,95,0
00:45.2,81,78.97337341,95,0
00:45.2,81,78.76341248,95,0
00:45.2,81,78.76341248,95,0
00:45.2,81,78.76341248,95,0
00:45.2,81,78.76341248,95,0
00:45.2,81,78.57053375,95,0
00:45.2,81,78.57053375,95,0
00:45.2,81,78.57053375,95,0
00:45.2,81,78.40207672,95,0
00:45.2,81,78.40207672,95,0
00:45.2,81,78.40207672,95,0
00:45.2,81,78.25559235,95,0
00:45.2,81,78.25559235,95,0
00:45.2,81,78.25559235,95,0
00:45.2,81,78.25559235,95,0
00:45.2,81,78.13595581,95,0
00:45.2,81,78.13595581,95,0
00:45.2,81,78.13595581,95,0
00:45.2,81,78.04074097,95,0
00:45.2,81,78.04074097,95,0
00:45.2,81,78.04074097,95,0
00:45.2,81,77.96505737,95,0
00:45.2,81,77.96505737,95,0
00:45.2,81,77.96505737,95,0
00:45.2,81,77.96505737,95,0
00:45.3,81,77.90646362,95,0
00:45.3,81,77.90646362,95,0
00:45.3,81,77.90646362,95,0
00:45.3,81,77.8600769,95,0
00:45.3,81,77.8600769,95,0
00:45.3,81,77.8600769,95,0
00:45.3,81,77.8210144,95,0
00:45.3,81,77.8210144,95,0
00:45.3,81,77.8210144,95,0
00:45.3,81,77.8210144,95,0
00:45.3,81,77.79904175,95,0
00:45.3,81,77.79904175,95,0
00:45.3,81,77.79904175,95,0
00:45.3,81,77.80148315,95,0
00:45.3,81,77.80148315,95,0
00:45.3,81,77.80148315,95,0
00:45.3,81,77.83078003,95,0
00:45.3,81,77.83078003,95,0
00:45.3,81,77.83078003,95,0
00:45.3,81,77.83078003,95,0
00:45.3,81,77.91867065,95,0
00:45.3,81,77.91867065,95,0
00:45.3,81,77.91867065,95,0
00:45.3,81,78.11886597,95,0
00:45.3,81,78.11886597,95,0
00:45.4,81,78.11886597,95,0
00:45.4,81,78.11886597,95,0
