Elapsed Time,Heart Rate PulseOx1,PPG PulseOx1,SpO2 PulseOx1,BioRadio Event
00:28.6,84,87.19371033,96,0
00:28.6,84,87.19371033,96,0
00:28.6,84,87.19371033,96,0
00:28.6,84,86.50034332,96,0
00:28.6,84,86.50034332,96,0
00:28.6,84,86.50034332,96,0
00:28.6,84,85.60921478,96,0
00:28.6,84,85.60921478,96,0
00:28.6,84,85.60921478,96,0
00:28.6,84,85.60921478,96,0
00:28.6,84,84.62042999,96,0
00:28.6,84,84.62042999,96,0
00:28.6,84,84.62042999,96,0
00:28.6,84,83.61455536,96,0
00:28.6,84,83.61455536,96,0
00:28.6,84,83.61455536,96,0
00:28.6,84,82.6379776,96,0
00:28.6,84,82.6379776,96,0
00:28.6,84,82.6379776,96,0
00:28.6,84,82.6379776,96,0
00:28.6,84,81.72731781,96,0
00:28.6,84,81.72731781,96,0
00:28.6,84,81.72731781,96,0
00:28.7,84,80.9143219,96,0
00:28.7,84,80.9143219,96,0
00:28.7,84,80.9143219,96,0
00:28.7,84,80.9143219,96,0
00:28.7,84,80.2355957,96,0
00:28.7,84,80.2355957,96,0
00:28.7,84,80.2355957,96,0
00:28.7,84,79.73021698,96,0
00:28.7,84,79.73021698,96,0
00:28.7,84,79.73021698,96,0
00:28.7,84,79.4250412,96,0
00:28.7,84,79.4250412,96,0
00:28.7,84,79.4250412,96,0
00:28.7,84,79.33715057,96,0
00:28.7,84,79.33715057,96,0
00:28.7,84,79.33715057,96,0
00:28.7,84,79.33715057,96,0
00:28.7,84,79.43724823,96,0
00:28.7,84,79.43724823,96,0
00:28.7,84,79.43724823,96,0
00:28.7,84,79.68138885,96,0
00:28.7,84,79.68138885,96,0
00:28.7,84,79.68138885,96,0
00:28.7,84,80.00366211,96,0
00:28.7,84,80.00366211,96,0
00:28.8,84,80.00366211,96,0
00:28.8,84,80.00366211,96,0
00:28.8,84,80.3381424,96,0
00:28.8,84,80.3381424,96,0
00:28.8,84,80.3381424,96,0
00:28.8,84,80.62134552,96,0
00:28.8,84,80.62134552,96,0
00:28.8,84,80.62134552,96,0
00:28.8,84,80.80690002,96,0
00:28.8,84,80.80690002,96,0
00:28.8,84,80.80690002,96,0
00:28.8,84,80.80690002,96,0
00:28.8,84,80.8752594,96,0
00:28.8,84,80.8752594,96,0
00:28.8,84,80.8752594,96,0
00:28.8,84,80.81422424,96,0
00:28.8,84,80.81422424,96,0
00:28.8,84,80.81422424,96,0
00:28.8,84,80.62866974,96,0
00:28.8,84,80.62866974,96,0
00:28.8,84,80.62866974,96,0
00:28.8,84,80.62866974,96,0
00:28.8,84,80.34302521,96,0
00:28.8,84,80.34302521,96,0
00:28.8,84,80.34302521,96,0
00:28.9,84,79.98901367,96,0
00:28.9,84,79.98901367,96,0
00:28.9,84,79.98901367,96,0
00:28.9,84,79.59838104,96,0
00:28.9,84,79.59838104,96,0
00:28.9,84,79.59838104,96,0
00:28.9,84,79.59838104,96,0
00:28.9,84,79.20530701,96,0
00:28.9,84,79.20530701,96,0
00:28.9,84,79.20530701,96,0
00:28.9,84,78.83177185,96,0
00:28.9,84,78.83177185,96,0
00:28.9,84,78.83177185,96,0
00:28.9,84,78.49729156,96,0
00:28.9,84,78.49729156,96,0
00:28.9,84,78.49729156,96,0
00:28.9,84,78.49729156,96,0
00:28.9,84,78.20431519,96,0
00:28.9,84,78.20431519,96,0
00:28.9,84,78.20431519,96,0
00:28.9,84,77.95773315,96,0
00:28.9,84,77.95773315,96,0
00:28.9,84,77.95773315,96,0
00:28.9,84,77.75509644,96,0
00:28.9,84,77.75509644,96,0
00:29.0,84,77.75509644,96,0
00:29.0,84,77.75509644,96,0
00:29.0,84,77.59883881,96,0
00:29.0,84,77.59883881,96,0
00:29.0,84,77.59883881,96,0
00:29.0,84,77.4792099,96,0
00:29.0,84,77.4792099,96,0
00:29.0,84,77.4792099,96,0
00:29.0,84,77.39620209,96,0
00:29.0,84,77.39620209,96,0
00:29.0,84,77.39620209,96,0
00:29.0,84,77.39620209,96,0
00:00:29,84,77.34249115,96,0
00:29.0,84,77.34249115,96,0
00:29.0,84,77.34249115,96,0
00:29.0,84,77.31807709,96,0
00:29.0,84,77.31807709,96,0
00:29.0,84,77.31807709,96,0
00:29.0,84,77.31807709,96,0
00:29.0,84,77.31319427,96,0
00:29.0,84,77.31319427,96,0
00:29.0,84,77.31319427,96,0
00:29.0,84,77.32540131,96,0
00:29.0,84,77.32540131,96,0
00:29.0,84,77.32540131,96,0
00:29.1,84,77.34981537,96,0
00:29.1,84,77.34981537,96,0
00:29.1,84,77.34981537,96,0
00:29.1,84,77.34981537,96,0
00:29.1,84,77.38399506,96,0
00:29.1,84,77.38399506,96,0
00:29.1,84,77.38399506,96,0
00:29.1,84,77.42305756,96,0
00:29.1,84,77.42305756,96,0
00:29.1,84,77.42305756,96,0
00:29.1,84,77.46212006,96,0
00:29.1,84,77.46212006,96,0
00:29.1,84,77.46212006,96,0
00:29.1,84,77.46212006,96,0
00:29.1,84,77.49629974,96,0
00:29.1,84,77.49629974,96,0
00:29.1,84,77.49629974,96,0
00:29.1,84,77.52559662,96,0
00:29.1,84,77.52559662,96,0
00:29.1,84,77.52559662,96,0
00:29.1,84,77.55001068,96,0
00:29.1,84,77.55001068,96,0
00:29.1,84,77.55001068,96,0
00:29.1,84,77.56465912,96,0
00:29.1,84,77.56465912,96,0
00:29.2,84,77.56465912,96,0
00:29.2,84,77.56465912,96,0
00:29.2,84,77.57686615,96,0
00:29.2,84,77.57686615,96,0
00:29.2,84,77.57686615,96,0
00:29.2,84,77.58419037,96,0
00:29.2,84,77.58419037,96,0
00:29.2,84,77.58419037,96,0
00:29.2,84,77.58419037,96,0
00:29.2,84,77.58663177,96,0
00:29.2,84,77.58663177,96,0
00:29.2,84,77.58663177,96,0
00:29.2,84,77.57686615,96,0
00:29.2,84,77.57686615,96,0
00:29.2,84,77.57686615,96,0
00:29.2,84,77.54756927,96,0
00:29.2,84,77.54756927,96,0
00:29.2,84,77.54756927,96,0
00:29.2,84,77.49629974,96,0
00:29.2,84,77.49629974,96,0
00:29.2,84,77.49629974,96,0
00:29.2,84,77.49629974,96,0
00:29.2,84,77.42305756,96,0
00:29.2,84,77.42305756,96,0
00:29.2,84,77.42305756,96,0
00:29.3,84,77.33516693,96,0
00:29.3,84,77.33516693,96,0
00:29.3,84,77.33516693,96,0
00:29.3,84,77.33516693,96,0
00:29.3,84,77.23994446,96,0
00:29.3,84,77.23994446,96,0
00:29.3,84,77.23994446,96,0
00:29.3,84,77.14717102,96,0
00:29.3,84,77.14717102,96,0
00:29.3,84,77.14717102,96,0
00:29.3,84,77.06416321,96,0
00:29.3,84,77.06416321,96,0
00:29.3,84,77.06416321,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,76.96406555,96,0
00:29.3,84,76.96406555,96,0
00:29.3,84,76.96406555,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,76.99824524,96,0
00:29.3,84,77.17402649,96,0
00:29.4,84,77.17402649,96,0
00:29.4,84,77.17402649,96,0
00:29.4,84,77.61104584,96,0
00:29.4,84,77.61104584,96,0
00:29.4,84,77.61104584,96,0
00:29.4,84,78.41428375,96,0
00:29.4,84,78.41428375,96,0
00:29.4,84,78.41428375,96,0
00:29.4,84,78.41428375,96,0
00:29.4,84,79.63744354,96,0
00:29.4,84,79.63744354,96,0
00:29.4,84,79.63744354,96,0
00:29.4,84,81.23170471,96,0
00:29.4,84,81.23170471,96,0
00:29.4,84,81.23170471,96,0
00:29.4,84,83.04081726,96,0
00:29.4,84,83.04081726,96,0
00:29.4,84,83.04081726,96,0
00:29.4,84,83.04081726,96,0
00:29.4,84,84.82307434,96,0
00:29.4,84,84.82307434,96,0
00:29.4,84,84.82307434,96,0
00:29.4,84,86.32212067,96,0
00:29.4,84,86.32212067,96,0
00:29.4,84,86.32212067,96,0
00:29.5,84,87.34752655,96,0
00:29.5,84,87.34752655,96,0
00:29.5,84,87.34752655,96,0
00:29.5,84,87.81384277,96,0
00:29.5,84,87.81384277,96,0
00:29.5,84,87.81384277,96,0
00:29.5,84,87.81384277,96,0
00:29.5,84,87.74059296,96,0
00:29.5,84,87.74059296,96,0
00:29.5,84,87.74059296,96,0
00:29.5,84,87.22544861,96,0
00:29.5,84,87.22544861,96,0
00:29.5,84,87.22544861,96,0
00:29.5,84,87.22544861,96,0
00:29.5,84,86.40268707,96,0
00:29.5,84,86.40268707,96,0
00:29.5,84,86.40268707,96,0
00:29.5,84,85.39437103,96,0
00:29.5,84,85.39437103,96,0
00:29.5,84,85.39437103,96,0
00:29.5,84,84.30792999,96,0
00:29.5,84,84.30792999,96,0
00:29.5,84,84.30792999,96,0
00:29.5,84,83.21903992,96,0
00:29.5,84,83.21903992,96,0
00:29.6,84,83.21903992,96,0
00:29.6,84,83.21903992,96,0
00:29.6,84,82.17166138,96,0
00:29.6,84,82.17166138,96,0
00:29.6,84,82.17166138,96,0
00:29.6,84,81.20973206,96,0
00:29.6,84,81.20973206,96,0
00:29.6,84,81.20973206,96,0
00:29.6,84,81.20973206,96,0
00:29.6,84,80.36499786,96,0
00:29.6,84,80.36499786,96,0
00:29.6,84,80.36499786,96,0
00:29.6,84,79.67894745,96,0
00:29.6,84,79.67894745,96,0
00:29.6,84,79.67894745,96,0
00:29.6,84,79.18577576,96,0
00:29.6,84,79.18577576,96,0
00:29.6,84,79.18577576,96,0
00:29.6,84,78.91233826,96,0
00:29.6,84,78.91233826,96,0
00:29.6,84,78.91233826,96,0
00:29.6,84,78.91233826,96,0
00:29.6,84,78.85862732,96,0
00:29.6,84,78.85862732,96,0
00:29.6,84,78.85862732,96,0
00:29.7,84,78.99778748,96,0
00:29.7,84,78.99778748,96,0
00:29.7,84,78.99778748,96,0
00:29.7,84,78.99778748,96,0
00:29.7,84,79.29076385,96,0
00:29.7,84,79.29076385,96,0
00:29.7,84,79.29076385,96,0
00:29.7,84,79.66674042,96,0
00:29.7,84,79.66674042,96,0
00:29.7,84,79.66674042,96,0
00:29.7,84,80.05981445,96,0
00:29.7,84,80.05981445,96,0
00:29.7,84,80.05981445,96,0
00:29.7,84,80.39673615,96,0
00:29.7,84,80.39673615,96,0
00:29.7,84,80.39673615,96,0
00:29.7,84,80.39673615,96,0
00:29.7,84,80.63111115,96,0
00:29.7,84,80.63111115,96,0
00:29.7,84,80.63111115,96,0
00:29.7,84,80.7287674,96,0
00:29.7,84,80.7287674,96,0
00:29.7,84,80.7287674,96,0
00:29.7,84,80.7287674,96,0
00:29.7,84,80.67993927,96,0
00:29.8,84,80.67993927,96,0
00:29.8,84,80.67993927,96,0
00:29.8,84,80.50415802,96,0
00:29.8,84,80.50415802,96,0
00:29.8,84,80.50415802,96,0
00:29.8,84,80.22827148,96,0
00:29.8,84,80.22827148,96,0
00:29.8,84,80.22827148,96,0
00:29.8,84,79.89379883,96,0
00:29.8,84,79.89379883,96,0
00:29.8,84,79.89379883,96,0
00:29.8,84,79.89379883,96,0
00:29.8,82,79.53246307,96,0
00:29.8,82,79.53246307,96,0
00:29.8,82,79.53246307,96,0
00:29.8,82,79.17112732,96,0
00:29.8,82,79.17112732,96,0
00:29.8,82,79.17112732,96,0
00:29.8,82,78.82688904,96,0
00:29.8,82,78.82688904,96,0
00:29.8,82,78.82688904,96,0
00:29.8,82,78.82688904,96,0
00:29.8,82,78.51438141,96,0
00:29.8,82,78.51438141,96,0
00:29.8,82,78.51438141,96,0
00:29.9,82,78.23849487,96,0
00:29.9,82,78.23849487,96,0
00:29.9,82,78.23849487,96,0
00:29.9,82,78.00411987,96,0
00:29.9,82,78.00411987,96,0
00:29.9,82,78.00411987,96,0
00:29.9,82,78.00411987,96,0
00:29.9,82,77.80392456,96,0
00:29.9,82,77.80392456,96,0
00:29.9,82,77.80392456,96,0
00:29.9,82,77.64278412,96,0
00:29.9,82,77.64278412,96,0
00:29.9,82,77.64278412,96,0
00:29.9,82,77.5182724,96,0
00:29.9,82,77.5182724,96,0
00:29.9,82,77.5182724,96,0
00:29.9,82,77.5182724,96,0
00:29.9,82,77.41817474,96,0
00:29.9,82,77.41817474,96,0
00:29.9,82,77.41817474,96,0
00:29.9,82,77.34493256,96,0
00:29.9,82,77.34493256,96,0
00:29.9,82,77.34493256,96,0
00:29.9,82,77.30098724,96,0
00:29.9,82,77.30098724,96,0
00:30.0,82,77.30098724,96,0
00:30.0,82,77.30098724,96,0
00:30.0,82,77.28145599,96,0
00:30.0,82,77.28145599,96,0
00:30.0,82,77.28145599,96,0
00:30.0,82,77.28145599,96,0
00:30.0,82,77.28145599,96,0
00:30.0,82,77.28145599,96,0
00:30.0,82,77.30098724,96,0
00:30.0,82,77.30098724,96,0
00:30.0,82,77.30098724,96,0
00:30.0,82,77.30098724,96,0
00:00:30,82,77.34249115,96,0
00:30.0,82,77.34249115,96,0
00:30.0,82,77.34249115,96,0
00:30.0,82,77.39864349,96,0
00:30.0,82,77.39864349,96,0
00:30.0,82,77.39864349,96,0
00:30.0,82,77.39864349,96,0
00:30.0,82,77.46944427,96,0
00:30.0,82,77.46944427,96,0
00:30.0,82,77.46944427,96,0
00:30.0,82,77.55001068,96,0
00:30.0,82,77.55001068,96,0
00:30.0,82,77.55001068,96,0
00:30.1,82,77.62569427,96,0
00:30.1,82,77.62569427,96,0
00:30.1,82,77.62569427,96,0
00:30.1,82,77.62569427,96,0
00:30.1,82,77.69405365,96,0
00:30.1,82,77.69405365,96,0
00:30.1,82,77.69405365,96,0
00:30.1,82,77.74532318,96,0
00:30.1,82,77.74532318,96,0
00:30.1,82,77.74532318,96,0
00:30.1,82,77.77218628,96,0
00:30.1,82,77.77218628,96,0
00:30.1,82,77.77218628,96,0
00:30.1,82,77.77218628,96,0
00:30.1,82,77.77706909,96,0
00:30.1,82,77.77706909,96,0
00:30.1,82,77.77706909,96,0
00:30.1,82,77.76486206,96,0
00:30.1,82,77.76486206,96,0
00:30.1,82,77.76486206,96,0
00:30.1,82,77.72823334,96,0
00:30.1,82,77.72823334,96,0
00:30.1,82,77.72823334,96,0
00:30.1,82,77.67696381,96,0
00:30.1,82,77.67696381,96,0
00:30.2,82,77.67696381,96,0
00:30.2,82,77.67696381,96,0
00:30.2,82,77.61104584,96,0
00:30.2,82,77.61104584,96,0
00:30.2,82,77.61104584,96,0
00:30.2,82,77.53292084,96,0
00:30.2,82,77.53292084,96,0
00:30.2,82,77.53292084,96,0
00:30.2,82,77.44747162,96,0
00:30.2,82,77.44747162,96,0
00:30.2,82,77.44747162,96,0
00:30.2,82,77.44747162,96,0
00:30.2,82,77.36934662,96,0
00:30.2,82,77.36934662,96,0
00:30.2,82,77.36934662,96,0
00:30.2,82,77.31563568,96,0
00:30.2,82,77.31563568,96,0
00:30.2,82,77.31563568,96,0
00:30.2,82,77.31807709,96,0
00:30.2,82,77.31807709,96,0
00:30.2,82,77.31807709,96,0
00:30.2,82,77.31807709,96,0
00:30.2,82,77.44503021,96,0
00:30.2,82,77.44503021,96,0
00:30.2,82,77.44503021,96,0
00:30.3,82,77.79415894,96,0
00:30.3,82,77.79415894,96,0
00:30.3,82,77.79415894,96,0
00:30.3,82,78.46311188,96,0
00:30.3,82,78.46311188,96,0
00:30.3,82,78.46311188,96,0
00:30.3,82,78.46311188,96,0
00:30.3,82,79.50804901,96,0
00:30.3,82,79.50804901,96,0
00:30.3,82,79.50804901,96,0
00:30.3,82,80.89234924,96,0
00:30.3,82,80.89234924,96,0
00:30.3,82,80.89234924,96,0
00:30.3,82,82.48416901,96,0
00:30.3,82,82.48416901,96,0
00:30.3,82,82.48416901,96,0
00:30.3,82,82.48416901,96,0
00:30.3,82,84.07598877,96,0
00:30.3,82,84.07598877,96,0
00:30.3,82,84.07598877,96,0
00:30.3,82,85.44319916,96,0
00:30.3,82,85.44319916,96,0
00:30.3,82,85.44319916,96,0
00:30.3,82,86.39780426,96,0
00:30.3,82,86.39780426,96,0
00:30.4,82,86.39780426,96,0
00:30.4,82,86.39780426,96,0
00:30.4,82,86.85923767,96,0
00:30.4,82,86.85923767,96,0
00:30.4,82,86.85923767,96,0
00:30.4,82,86.83970642,96,0
00:30.4,82,86.83970642,96,0
00:30.4,82,86.83970642,96,0
00:30.4,82,86.83970642,96,0
00:30.4,82,86.4148941,96,0
00:30.4,82,86.4148941,96,0
00:30.4,82,86.4148941,96,0
00:30.4,82,85.68978119,96,0
00:30.4,82,85.68978119,96,0
00:30.4,82,85.68978119,96,0
00:30.4,82,84.78401184,96,0
00:30.4,82,84.78401184,96,0
00:30.4,82,84.78401184,96,0
00:30.4,82,84.78401184,96,0
00:30.4,82,83.80010986,96,0
00:30.4,82,83.80010986,96,0
00:30.4,82,83.80010986,96,0
00:30.4,82,82.80155945,96,0
00:30.4,82,82.80155945,96,0
00:30.4,82,82.80155945,96,0
00:30.5,82,81.83963013,96,0
00:30.5,82,81.83963013,96,0
00:30.5,82,81.83963013,96,0
00:30.5,78,80.9533844,96,0
00:30.5,78,80.9533844,96,0
00:30.5,78,80.9533844,96,0
00:30.5,78,80.9533844,96,0
00:30.5,78,80.17456055,96,0
00:30.5,78,80.17456055,96,0
00:30.5,78,80.17456055,96,0
00:30.5,78,79.53734589,96,0
00:30.5,78,79.53734589,96,0
00:30.5,78,79.53734589,96,0
00:30.5,78,79.53734589,96,0
00:30.5,78,79.07835388,96,0
00:30.5,78,79.07835388,96,0
00:30.5,78,79.07835388,96,0
00:30.5,78,78.82444763,96,0
00:30.5,78,78.82444763,96,0
